ㅎㅜㅅㅣㄱ	ɸʷ u ɕʰ i k̚
ㅈㅓㅇㄱㅝㄴ	t͡ɕ ʌ ŋ k w ʌ n
ㄱㅡㄴㅏㄹ	k ɯ n a ɭ
ㄷㅏㄹㅏㅎㄷㅏ	t a ɾ a tʰ a
ㄲㅗㅊㅈㅣㅂ	k o t̚ t͡ɕ i p̚
ㅈㅔㅇㅠㄱ	t͡ɕ e j u k̚
ㅅㅜㄹㅣㄴㅏㅁ	sʰ u ɾ i n a m
ㅂㅏㅌ	p a t̚
ㅌㅗ	tʰ o
ㅍㅛㅎㅕㄴㅎㅕㅇ	pʰ j o ʝ j ʌ n ʝ j ʌ ŋ
ㅁㅜㄹㅇㅓㅂㅗㄷㅏ	m u ɾ ʌ b o d a
ㄴㅗㄱㄷㅏ	n o k̚ t a
ㄷㅏㄹㅡㅁㅇㅓㅄㄷㅏ	t a ɾ ɯ m ʌ p̚ t a
ㅇㅗㄹㅡㄱㅏㅅㅡㅁ	o ɾ ɯ ɡ a sʰ ɯ m
ㄱㅗㄷㅂㅏㄹㅗ	k o t̚ p a ɾ o
ㅂㅗㄱㅅㅓㄴ	p o k s ʌ n
ㄱㅓㅁㄷㅜㅇㅇㅗㄹㅣ	k ʌ m d u ŋ o ɾ i
ㅂㅏㄱㄷㅏ	p a k̚ t a
ㄱㅡㄹㅔㅇㅣㅂㅣ	k ɯ ɾ e i b i
ㅁㅛㅅㅏ	m j o sʰ a
ㄱㅡㅈㅓ	k ɯ d͡ʑ ʌ
ㅇㅖㅇㅓㄴ	j e ʌ n
ㄴㅔㄷㅓㄹㄹㅏㄴㄷㅡㅇㅓ	n e d ʌ ɭ ɭ a n d ɯ ʌ
ㄷㅗㄷㅂㅗㄱㅣ	t o t̚ p o ɡ i
ㅅㅗㅁㄸㅏㅁ	sʰ o m t a m
ㅊㅣㅁㅁㅗㄱ	t͡ɕʰ i m m o k̚
ㅇㅣㄴㅈㅗㅇ	i ɲ d͡ʑ o ŋ
ㅅㅣㄹㅅㅣ	ɕʰ i ɭ ɕ i
ㅅㅓㅇㅅㅣㄴ	sʰ ɘ ŋ ɕʰ i n
ㄴㅗㅍㅇㅣㅁㅁㅏㄹ	n o pʰ i m m a ɭ
ㅅㅜㄴㅏㅂㅈㅏㅇ	sʰ u n a p̚ t͡ɕ a ŋ
ㄱㅏㅇㅣㄷㅡ	k a i d ɯ
ㅎㅟ	h ɥ i
ㄷㅐㅅㅣㄴ	t ɛ ɕʰ i n
ㅅㅗㅎㅏㄱㄱㅛ	sʰ o ɦ a k̚ k j o
ㅅㅗㅁㅌㅓㄹ	sʰ o m tʰ ʌ ɭ
ㅈㅜㅇㄱㅏㄴ	t͡ɕ u ŋ ɡ a n
ㅇㅏㅂㅣ	a b i
ㅈㅔㅌㅡㄱㅣ	t͡ɕ e tʰ ɯ ɡ i
ㅇㅑㄱㅕㅇ	j a ɡ j ʌ ŋ
ㅇㅏㄴㅅㅣㅁㅎㅏㄷㅏ	a n ɕʰ i m ɦ a d a
ㅁㅏㄴㄷㅜ	m a n d u
ㅅㅡㅍㅜㄹ	sʰ ɯ pʰ u ɭ
ㅇㅣㄹㅊㅔ	i ʎ t͡ɕʰ e
ㄲㅏㅇㅊㅣ	k a ŋ t͡ɕʰ i
ㄱㅘㄴㅂㅏㄱㅈㅟ	k w a n b a k̚ t͡ɕ ɥ i
ㅈㅓㅈㅜ	t͡ɕ ɘ d͡ʑ u
ㅅㅣㅇㅝㄴㅎㅏㄷㅏ	ɕʰ i w ʌ n ɦ a d a
ㄱㅡㅁㅈㅏㅌㅏㅂ	k ɯ m d͡ʑ a tʰ a p̚
ㅅㅡㄹㄹㅏㅂㅡ	sʰ ɯ ɭ ɭ a b ɯ
ㅇㅣㄱㅏㄴㅈㅣㄹ	i ɡ a ɲ d͡ʑ i ɭ
ㄷㅜㅅㅔ	t u sʰ e
ㄱㅕㄹㅣ	k j ʌ ɾ i
ㅂㅏㄹㄷㅟㄲㅜㅁㅊㅣ	p a ɭ t ɥ i k u m t͡ɕʰ i
ㅂㅜㄹㅓㅁ	p u ɾ ʌ m
ㄴㅗㅋㅡ	n o k x ɯ
ㅈㅚ	t͡ɕ w e
ㅇㅕㅍ	j ʌ p̚
ㄷㅗㄹㅇㅏㄱㅏㅅㅣㄷㅏ	t o ɾ a ɡ a ɕʰ i d a
ㅂㅣㅇㅅㅏㅇㄱㅘㄴ	p i ŋ sʰ a ŋ ɡ w a n
ㅌㅗㄴㅔㅇㅣㄷㅗ	tʰ o n e i d o
ㅅㅓㄹㄱㅛㅈㅏ	sʰ ʌ ɭ ɡ j o d͡ʑ a
ㅇㅏㄴㅁㅕㄴㅅㅡㅇㅁㅏ	a n m j ʌ n sʰ ɯ ŋ m a
ㅂㅏㅇㅅㅏㄴㅡㅇ	p a ŋ sʰ a n ɯ ŋ
ㅅㅗㅅㅜ	sʰ o s u
ㅇㅣㅅㅡㄹㄹㅏㅁㄱㅛㄷㅗ	i sʰ ɯ ɭ ɭ a m ɡ j o d o
ㅍㅣㅍㅔㄹㅣㄷㅣㄴ	pʰ i pʰ e ɾ i d i n
ㅂㅗㄱㅎㅗ	p o kʰ o
ㅍㅗㅌㅡㄹㅜㅇㅣㅅㅡ	pʰ o tʰ ɯ ɾ u i sʰ ɯ
ㅇㅏㄹㅇㅏㅊㅏㄹㅣㄷㅏ	a ɾ a t͡ɕʰ a ɾ i d a
ㅁㅐㅈㅜ	m ɛ d͡ʑ u
ㄴㅜㄴㅆㅏㅇㅜㅁ	n u n s a u m
ㄱㅜㄱㅈㅔㅇㅓ	k u k̚ t͡ɕ e ʌ
ㄷㅗㄹㅗ	t o ɾ o
ㅍㅏㅇㅣㅌㅣㅇ	pʰ a i tʰ i ŋ
ㅇㅑㄱㅡㅁㅇㅑㄱㅡㅁ	j a ɡ ɯ m j a ɡ ɯ m
ㅅㅓㄱ	sʰ ʌ k̚
ㅊㅏㅌㅡ	t͡ɕʰ a tʰ ɯ
ㄷㅗㄹㅂㅗㄷㅏ	t o ɭ b o d a
ㄱㅡㅅㄷㅏ	k ɯ t̚ t a
ㅋㅏㄹㅡㅂㅣㄹㅇㅏㅁㅣㄴ	kʰ a ɾ ɯ b i ɾ a m i n
ㅇㅖㅇㅚ	j e w e
ㅊㅜㅊㅜㄹ	t͡ɕʰ u t͡ɕʰ u ɭ
ㅇㅕㄹㄹㅏㅁㅅㅣㄹ	j ʌ ɭ ɭ a m ɕʰ i ɭ
ㅎㅐㅂㅕㄴ	h ɛ b j ʌ n
ㅂㅓㅌㅡㄴ	p ʌ tʰ ɯ n
ㅖ	j e
ㅁㅜㄹㄹㅣㅎㅏㄱ	m u ʎ ʎ i ɦ a k̚
ㅅㅏㅌㅏㅇ	sʰ a tʰ a ŋ
ㅇㅖㅅㅜㅎㅚ	j e sʰ u β w e
ㅂㅜㄱㅎㅏㄴ	p u kʰ a n
ㅂㅗㅌㅗㅇㅎㅘ	p o tʰ o ŋ β w a
ㅂㅜㄱㄷㅗㄷㅇㅜㄷㅏ	p u k̚ t o d u d a
ㄱㅜㄴㅈㅜㅇㄱㅏㅇㅛ	k u ɲ d͡ʑ u ŋ ɡ a j o
ㅁㅓㄱㅇㅣㄱㅡㅁㅜㄹ	m ʌ ɡ i ɡ ɯ m u ɭ
ㅇㅓㄱㅡㄴ	ɘ ɡ ɯ n
ㅇㅕㅁㅂㅕㅇ	j ɘ m b j ʌ ŋ
ㅎㅔㅁㅗㄱㅡㄹㄹㅗㅂㅣㄴ	h e m o ɡ ɯ ɭ ɭ o b i n
ㅇㅝㄴㅂㅗㄴ	w ʌ n b o n
ㄱㅏㄴㅡㅇ	k a n ɯ ŋ
ㅁㅏㅈㅊㅜㄷㅏ	m a t̚ t͡ɕʰ u d a
ㅇㅑㅇㄹㅕㄱ	j a ŋ ɲ j ʌ k̚
ㅎㅡㄱㅎㅡㄱ	x ɯ k x ɯ k̚
ㄷㅏㅇㅡㅁ	t a ɯ m
ㅇㅣㅂㅏㄹ	i b a ɭ
ㄹㅣㄴㅅㅡ	ɾ i n sʰ ɯ
ㅈㅓㅂㄱㅡㄴ	t͡ɕ ʌ p̚ k ɯ n
ㅇㅣㄹㅇㅓ	i ɾ ʌ
ㅅㅜㅍ	sʰ u p̚
ㅅㅡㅇㅞㅌㅓ	sʰ ɯ w e tʰ ʌ
ㄱㅛㅊㅏㅇㅟ	k j o t͡ɕʰ a ɥ i
ㅍㅣㄹㅣㄷㅣㄴ	pʰ i ɾ i d i n
ㅍㅡㄹㅗㄹㄹㅔㅌㅏㄹㅣㅇㅏ	pʰ ɯ ɾ o ɭ ɭ e tʰ a ɾ i a
ㅁㅏㄹㄷㅏ	m a ɭ d a
ㅇㅕㅊㅔ	j ʌ t͡ɕʰ e
ㅁㅣㅂㅜㄴㅂㅓㅂ	m i b u n b ʌ p̚
ㅎㅘㄱㅏ	ɸ w a ɡ a
ㄱㅜ	k u
ㅅㅡㄹㅣㄹㅏㅇㅋㅏ	sʰ ɯ ɾ i ɾ a ŋ kʰ a
ㅂㅜㄹㄱㅜㅎㅏㄷㅏ	p u ɭ ɡ u ɦ a d a
ㄴㅣㄱ	n i k̚
ㅈㅜㅈㅜㅇ	t͡ɕ u d͡ʑ u ŋ
ㅂㅚㅂㄷㅏ	p w e p̚ t a
ㅁㅜㅌ	m u t̚
ㅂㅏㄷㅊㅣㅁ	p a t̚ t͡ɕʰ i m
ㅂㅣㅊㅟ	p i t͡ɕʰ ɥ i
ㅈㅏㅂㅓㄹㄹㅔ	t͡ɕ a b ʌ ɭ ɭ e
ㅅㅜㄹㅕㄱ	sʰ u ɾ j ʌ k̚
ㄱㅣㄱㅏㄱ	k i ɡ a k̚
ㄱㅏㄴㅎㅗㅇㅝㄴ	k a n β o w ʌ n
ㅅㅡㄴㅗㅂㅗㄷㅡ	sʰ ɯ n o b o d ɯ
ㄱㅟㄸㅜㄹㅏㅁㅣ	k ɥ i t u ɾ a m i
ㅈㅣㅎㅏㄷㅗ	t͡ɕ i ɦ a d o
ㅍㅣㄱㅇㅓㅂ	pʰ i ɡ ʌ p̚
ㄲㅜㄱㅈㅓㄱㅜ	k u k̚ t͡ɕ ʌ ɡ u
ㅇㅕㄴㅇㅖㅇㅣㄴ	j ɘ ɲ j e i n
ㅊㅣㅇㅛㄱ	t͡ɕʰ i j o k̚
ㅈㅓㅇㅇㅠㄱㅈㅓㅁ	t͡ɕ ʌ ŋ j u k̚ t͡ɕ ʌ m
ㄷㅐㅎㅏㄴㅁㅣㄴㄱㅜㄱ	t ɛ ɦ a n m i n ɡ u k̚
ㅌㅣㅂㅡㅇㅣ	tʰ i b ɯ i
ㄷㅏㅇㅇㅕㄴㅎㅏㄷㅏ	t a ŋ j ʌ n ɦ a d a
ㅇㅣㅅㅁㅗㅁ	i n m o m
ㄱㅜㄹㅔㄴㅏㄹㅜㅅ	k u ɾ e n a ɾ u t̚
ㄱㅘㅎㅏㄱ	k w a ɦ a k̚
ㅁㅗㅂㅏㅇ	m o b a ŋ
ㅇㅠㅌㅠㅂㅡ	j u tʰ j u b ɯ
ㄱㅣㅅ	k i t̚
ㅂㅜㄹㅍㅕㄴㅎㅏㄷㅏ	p u ɭ pʰ j ʌ n ɦ a d a
ㄴㅗㄹㅕㄱㅎㅏㄷㅏ	n o ɾ j ʌ kʰ a d a
ㄴㅗㅇㅇㅓ	n o ŋ ʌ
ㅊㅜㅇㅅㅣㅁ	t͡ɕʰ u ŋ ɕʰ i m
ㅇㅜㅇㅞㄱ	u w e k̚
ㅈㅣㄴㅊㅜㄹㅎㅏㄷㅏ	t͡ɕ i ɲ t͡ɕʰ u ɾ ɦ a d a
ㅅㅏㅅㄱㅏㅅ	sʰ a t̚ k a t̚
ㅅㅔㄹㅋㅏ	sʰ e ɭ kʰ a
ㅈㅗㅇㅈㅗㄱ	t͡ɕ o ŋ d͡ʑ o k̚
ㅂㅜㅅㅣㄴ	p u ɕʰ i n
ㅅㅏㅌㅜㄹㅡㄴㅜㅅㅡ	sʰ a tʰ u ɾ ɯ n u sʰ ɯ
ㄹㅣㄴㅜㄱㅅㅡ	ɾ i n u k s ɯ
ㅅㅓㅇㅈㅓㄱ	sʰ ʌ ŋ d͡ʑ ʌ k̚
ㄷㅜㄷㅡㄹㅣㄷㅏ	t u d ɯ ɾ i d a
ㅇㅗㅋㅔㅅㅡㅌㅡㄹㅏ	o kʰ e sʰ ɯ tʰ ɯ ɾ a
ㄱㅏㅁㅌㅏㄴㅅㅏ	k a m tʰ a n sʰ a
ㄱㅏㅅㅡㅁ	k a sʰ ɯ m
ㄹㅗㄱ	ɾ o k̚
ㅅㅏㅁㄷㅏ	sʰ a m t a
ㅂㅓㄹㄸㅓㄱ	p ʌ ɭ t ʌ k̚
ㅂㅣㄴ	p i n
ㅇㅑㅇㅈㅏ	j a ŋ d͡ʑ a
ㄱㅣㅂㅗㄴ	k i b o n
ㄲㅏㅁㄷㅜㅇㅇㅣ	k a m d u ŋ i
ㅅㅏㅇㅑㅇㅎㅏㄷㅏ	sʰ a j a ŋ ɦ a d a
ㄷㅡㄹㅇㅕㄷㅏㅂㅗㄷㅏ	t ɯ ɾ j ʌ d a b o d a
ㅅㅓㄹㅁㅏ	sʰ ʌ ɭ m a
ㅁㅗㄹㄷㅣㅂㅡ	m o ɭ d i b ɯ
ㄱㅕㅇㅅㅣ	k j ʌ ŋ ɕʰ i
ㅁㅏㅅㅣㄴㅏ	m a ɕʰ i n a
ㄷㅏㅁㅎㅘㅇ	t a m β w a ŋ
ㅊㅜㄹㅅㅏㄴㅇㅠㄹ	t͡ɕʰ u ɭ sʰ a ɲ j u ɭ
ㅊㅓㄴㅈㅣ	t͡ɕʰ ʌ ɲ d͡ʑ i
ㅂㅜㅇㅠ	p u j u
ㄷㅏㄹㅣㅁㅣ	t a ɾ i m i
ㅇㅣㄴㄱㅏㅁ	i n ɡ a m
ㅋㅗㅋㅗㄴㅓㅅ	kʰ o kʰ o n ʌ t̚
ㅈㅓㄴㄱㅜㄱ	t͡ɕ ʌ n ɡ u k̚
ㄱㅏㅊㅜㄱ	k a t͡ɕʰ u k̚
ㅌㅏㅁㅣㄹㅇㅓ	tʰ a m i ɾ ʌ
ㅉㅗㅊㄱㅣㄷㅏ	t͡ɕ o t̚ k i d a
ㅅㅏㄴㅈㅏㅇ	sʰ a ɲ d͡ʑ a ŋ
ㅁㅣㄴㅈㅜㅈㅜㅇㅢㅈㅏ	m i ɲ d͡ʑ u d͡ʑ u ɰ i d͡ʑ a
ㅁㅐㅇㄲㅗㅇㅇㅣ	m ɛ ŋ k o ŋ i
ㅎㅡㅇㅁㅣㄹㅗㅂㄷㅏ	x ɯ ŋ m i ɾ o p̚ t a
ㅂㅜㄴㅗㅇ	p u n o ŋ
ㄸㅐㅁㄴㅏㅂ	t ɛ m n a p̚
ㅈㅓㅇㅅㅏㅇ	t͡ɕ ɘ ŋ sʰ a ŋ
ㅇㅣㄴㅏㄹ	i n a ɭ
ㅂㅓㄹㅈㅜㄷㅏ	p ʌ ʎ d͡ʑ u d a
ㄱㅗㅇㅎㅓㅎㅏㄷㅏ	k o ŋ ɦ ʌ ɦ a d a
ㅇㅣㄹㅂㅗㄴㅇㅣㄴ	i ɭ b o n i n
ㅁㅝ	m w ɘ
ㅌㅡㄹㅗㅌㅡ	tʰ ɯ ɾ o tʰ ɯ
ㄱㅏㄴㅅㅓㄴㄷㅗㄹㅗ	k a n sʰ ʌ n d o ɾ o
ㅈㅣㄱㅜ	t͡ɕ i ɡ u
ㅎㅏㄴㅏㅁ	h a n a m
ㅂㅜㄹㅓㅂㄷㅏ	p u ɾ ʌ p̚ t a
ㅍㅏㄹㅕㅁㅊㅣ	pʰ a ɾ j ʌ m t͡ɕʰ i
ㅅㅚㅇㅗㄹㅣ	sʰ w e o ɾ i
ㄷㅐㅅㅣㄴㅎㅏㄷㅏ	t ɛ ɕʰ i n ɦ a d a
ㅈㅗㄲㅣ	t͡ɕ o k i
ㅍㅜㄹㅂㅏㅌ	pʰ u ɭ b a t̚
ㅊㅏㅁㅈㅜ	t͡ɕʰ a m d͡ʑ u
ㄹㅗㅂㄷㅏ	ɾ o p̚ t a
ㅎㅡㅍ	x ɯ p̚
ㅅㅔㄷㅏ	sʰ e d a
ㅅㅣㄷㅗㅎㅏㄷㅏ	ɕʰ i d o ɦ a d a
ㅅㅡㅇㄹㅣ	sʰ ɯ ŋ n i
ㅇㅕㄴㅊㅜㄹ	j ɘ ɲ t͡ɕʰ u ɭ
ㅇㅕㄴㄱㅡㅁ	j ʌ n ɡ ɯ m
ㄲㅡㄶㅇㅣㅁㅇㅓㅄㅇㅣ	k ɯ n i m ʌ p ɕ i
ㅁㅗㄹㅣㅅㅕㅅㅡ	m o ɾ i ɕʰ ʌ sʰ ɯ
ㅇㅜㄴㄷㅗㅇㅈㅏㅇ	u n d o ŋ d͡ʑ a ŋ
ㅌㅗㅊㅣ	tʰ o t͡ɕʰ i
ㅊㅓㄴㅇㅏㄴㅁㅜㄴ	t͡ɕʰ ʌ n a n m u n
ㅊㅏㅁㅅㅓㄱㅎㅏㄷㅏ	t͡ɕʰ a m sʰ ʌ kʰ a d a
ㅈㅓㄹㄱㅏㅇ	t͡ɕ ʌ ɭ ɡ a ŋ
ㅈㅗㄹㅠ	t͡ɕ o ɾ j u
ㄱㅓㅁㅈㅓㅇㅁㅏㅇㄷㅜㄱ	k ʌ m d͡ʑ ʌ ŋ m a ŋ d u k̚
ㄱㅜㄷㅓㄱㅣ	k u d ʌ ɡ i
ㅇㅠㅌㅗㅇ	j u tʰ o ŋ
ㄹㅜㅌㅔㄴㅠㅁ	ɾ u tʰ e ɲ j u m
ㄱㅏㄹㅇㅏㅌㅏㄷㅏ	k a ɾ a tʰ a d a
ㅇㅣㄹㅇㅕㄷㅓㄼ	i ɾ j ʌ d ʌ ɭ
ㅌ.ㄷ	tʰ ɯ d ɯ
ㅍㅣㄴㅔㄴ	pʰ i n e n
ㅃㅕ	p j ʌ
ㅅㅓㅇㅇㅛㄱ	sʰ ɘ ŋ j o k̚
ㅍㅏㅈㅓㄴ	pʰ a d͡ʑ ʌ n
ㅇㅕㅈㅓㄴㅎㅏㄷㅏ	j ʌ d͡ʑ ʌ n ɦ a d a
ㄹㅗㅆㅣㅇㅑㅁㅏㄹ	ɾ o ɕ i j a m a ɭ
ㅇㅕㄴㅎㅚ	j ɘ n β w e
ㄱㅏㄱㄱㅣ	k a k̚ k i
ㅈㅣㄴㅈㅣㅎㅏㄷㅏ	t͡ɕ i ɲ d͡ʑ i ɦ a d a
ㄴㅜㅇㅣ	n u i
ㅅㅣㄴㅁㅕㅇㄱㅣ	ɕʰ i n m j ʌ ŋ ɡ i
ㅇㅏㅅㅔㄴㅏㅍㅡㅌㅔㄴ	a sʰ e n a pʰ ɯ tʰ e n
ㅍㅗㅌㅏㄹ	pʰ o tʰ a ɭ
ㄱㅘㄴㄹㅣㅇㅣㄴ	k w a ʎ ʎ i i n
ㅈㅏㄱㅇㅡㄴㄸㅏㅅㅈㅟ	t͡ɕ a ɡ ɯ n t a t̚ t͡ɕ ɥ i
ㅇㅏㅈㅜㅁㅁㅏ	a d͡ʑ u m m a
ㅆㅏㅎㄷㅏ	s a tʰ a
ㄴㅏㄴㅊㅜㄴㅣ	n a ɲ t͡ɕʰ u n i
ㄱㅣㄹㅡㄷㅏ	k i ɾ ɯ d a
ㅇㅑㅇㄷㅏㄹㅣ	j a ŋ d a ɾ i
ㄱㅖㄹㅕㄹ	k j e ɾ j ʌ ɭ
ㄷㅗㅁㅣㄴㅣㅋㅏ	t o m i n i kʰ a
ㅇㅘㅇㅣㅍㅏㅇㅣ	w a i pʰ a i
ㄱㅓㅅㅡㄹㅡㅁㄷㅗㄴ	k ʌ sʰ ɯ ɾ ɯ m t o n
ㄷㅣㅈㅔㅇㅣ	t i d͡ʑ e i
ㅊㅣㅇㅑㄱ	t͡ɕʰ i j a k̚
ㅅㅏㅇㅇㅢㅎㅏㄷㅏ	sʰ a ŋ ɰ i ɦ a d a
ㅈㅏㄴ	t͡ɕ a n
ㅇㅖㅁㅔㄴ	j e m e n
ㄷㅣㅅㅡㅋㅡ	t i sʰ ɯ k x ɯ
ㄱㅏㅇㅈㅜㄴㅊㅣ	k a ŋ d͡ʑ u ɲ t͡ɕʰ i
ㄴㅗㄴㄷㅏㄴㅣ	n o n d a n i
ㅇㅏㅇㅑㅌㅗㄹㄹㅏ	a j a tʰ o ɭ ɭ a
ㅌㅏㄴㅎㅘ	tʰ a n β w a
ㅈㅓㄴㅅㅣㅎㅚ	t͡ɕ ɘ n ɕʰ i β w e
ㄱㅐㅅㅓㄴ	k ɛ sʰ ʌ n
ㅎㅡㅁㅈㅏㅂㄷㅏ	x ɯ m d͡ʑ a p̚ t a
ㄱㅘㅇㅁㅜㄹㅎㅏㄱ	k w a ŋ m u ɾ ɦ a k̚
ㄱㅐㄴㅏㄹㅣ	k ɛ n a ɾ i
ㅈㅝ	t͡ɕ w ʌ
ㅇㅏㅁㅎㅗ	a m β o
ㅌㅏㅇㅣㅂ	tʰ a i p̚
ㅂㅜㅅㅣ	p u ɕʰ i
ㅅㅣㅈㅏㄱㅎㅏㄷㅏ	ɕʰ i d͡ʑ a kʰ a d a
ㅇㅜㄹㄷㅏ	u ɭ d a
ㅍㅣㅊㅓㅍㅗㄴ	pʰ i t͡ɕʰ ʌ pʰ o n
ㅁㅜㄴㅈㅣㄹㅡㄷㅏ	m u ɲ d͡ʑ i ɾ ɯ d a
ㅈㅔㅅㅣㅎㅏㄷㅏ	t͡ɕ e ɕʰ i ɦ a d a
ㅇㅛㅇㅑㄱㅎㅏㄷㅏ	j o j a kʰ a d a
ㄴㅏㅁㄴㅕㅋ	n a m ɲ j ʌ k̚
ㄱㅗㅇㅁㅗ	k o ŋ m o
ㄱㅐㅊㅓㄴ	k ɛ t͡ɕʰ ʌ n
ㅎㅗㄹㅡㅁㅗㄴ	ɸʷ o ɾ ɯ m o n
ㅁㅏㄷㅡㄹㅣㄷㅡ	m a d ɯ ɾ i d ɯ
ㅊㅜㄱㅣㄱㅕㅇ	t͡ɕʰ u ɡ i ɡ j ʌ ŋ
ㅇㅓㄴㅜㄹ	ɘ n u ɭ
ㅎㅡㅁ	x ɯ m
ㅇㅏㅈㅜㄹㄹㅔㄴ	a d͡ʑ u ɭ ɭ e n
ㅋㅡㅅㅏㄴㅌㅔㄴ	k x ɯ sʰ a n tʰ e n
ㅁㅕㅇㅂㅜ	m j ʌ ŋ b u
ㅊㅔㅈㅣㄹ	t͡ɕʰ e d͡ʑ i ɭ
ㅌㅓㄱ	tʰ ʌ k̚
ㅎㅗㄱㄱㅏㅇㅣㄷㅗ	ɸʷ o k̚ k a i d o
ㅇㅓㅁㅓ	ʌ m ʌ
ㅈㅏㅁㅈㅏㄹㅣ	t͡ɕ a m d͡ʑ a ɾ i
ㅌㅔㅇㅗㄷㅗㅅㅣㅇㅜㅅㅡ	tʰ e o d o ɕʰ i u sʰ ɯ
ㄷㅜㄷㅓㅇ	t u d ʌ ŋ
ㅇㅜㅇㅕㄴㅎㅣ	u j ʌ n ʝ i
ㅈㅜㅇㅢ	t͡ɕ u ɰ i
ㄹㅜㅇㅏㄴㄷㅏ	ɾ u a n d a
ㅌㅜㅌㅏㅇㅋㅏㅁㅔㄴ	tʰ u tʰ a ŋ kʰ a m e n
ㅈㅜㅇㅎㅘ	t͡ɕ u ŋ β w a
ㅊㅣㄴㅎㅏㄷㅏ	t͡ɕʰ i n ɦ a d a
ㅇㅠㅇㅈㅏ	j u ŋ d͡ʑ a
ㄱㅟㅇㅔㅅㅁㅏㄹㅎㅏㄷㅏ	k ɥ i e n m a ɾ ɦ a d a
ㅇㅣㅁㅅㅣㄴ	i m ɕʰ i n
ㅅㅗㄱㄱㅕㄴ	sʰ o k̚ k j ʌ n
ㄴㅗㄷㅗㅇㅈㅏ	n o d o ŋ d͡ʑ a
ㄱㅏㅊㅏ	k a t͡ɕʰ a
ㅈㅣㅌㄷㅏ	t͡ɕ i t̚ t a
ㄴㅗㄴㅁㅜㄴ	n o n m u n
ㅁㅜㄹㅅㅗ	m u ɭ s o
ㅌㅗㅈㅣ	tʰ o d͡ʑ i
ㄲㅗㅈㅣㅂㄷㅏ	k o d͡ʑ i p̚ t a
ㅃㅐㄷㅏ	p ɛ d a
ㅅㅏㅎㅡㄹ	sʰ a ɣ ɯ ɭ
ㄹㅏㄷㅠㅁ	ɾ a d j u m
ㅈㅓㄱㅂㅜㄴ	t͡ɕ ʌ k̚ p u n
ㄱㅓㅁㅇㅡㄴㅁㅗㄱㄴㅗㄴㅂㅕㅇㅇㅏㄹㅣ	k ʌ m ɯ n m o ŋ n o n b j ʌ ŋ a ɾ i
ㅍㅕㅇㅂㅓㅁ	pʰ j ʌ ŋ b ʌ m
ㅇㅣㅁㅗ	i m o
ㅇㅣㅂㅈㅏ	i p̚ t͡ɕ a
ㅈㅣㄱㅏㄱ	t͡ɕ i ɡ a k̚
ㅂㅔㄹㅏㄴㄷㅏ	p e ɾ a n d a
ㅍㅣㅅ	pʰ i t̚
ㄹㅕㄴㅎㅏㅂ	ɾ j ʌ n ɦ a p̚
ㄱㅛㅌㅗㅇㅅㅏㄱㅗ	k j o tʰ o ŋ sʰ a ɡ o
ㅆㅣㅂㅏㄹ	ɕ i b a ɭ
ㅊㅓㄹㄱㅏㅂㅅㅏㅇㅇㅓ	t͡ɕʰ ʌ ɭ ɡ a p s a ŋ ʌ
ㄱㅘㄱㅓㅅㅣㅈㅔ	k w a ɡ ʌ ɕʰ i d͡ʑ e
ㄱㅖㅅㅏㄴㅇㅝㄴ	k j e sʰ a n w ʌ n
ㅊㅓㄹㄷㅗ	t͡ɕʰ ʌ ɭ t o
ㅅㅣㅅㅣㄴㄱㅕㅇ	ɕʰ i ɕʰ i n ɡ j ʌ ŋ
ㄷㅗㅇㅏㄴ	t o a n
ㅈㅓㄴㅁㅜㄴㅇㅣㄹㄲㅜㄴ	t͡ɕ ʌ n m u n i ɭ k u n
ㄷㅏㄴㅊㅔ	t a ɲ t͡ɕʰ e
ㅆㅏㅇㅜㅁ	s a u m
ㅁㅏㅍㅣㅇㅏ	m a pʰ i a
ㄷㅏㄹㅜㄷㅏ	t a ɾ u d a
ㅇㅘㄹ	w a ɭ
ㄱㅣㄴㅕ	k i ɲ j ʌ
ㄴㅗㅇㄷㅏㅁ	n o ŋ d a m
ㅁㅣㅇㅋㅡ	m i ŋ k x ɯ
ㅇㅣㅅㄸㅏㄹㅡㄷㅏ	i t̚ t a ɾ ɯ d a
ㅎㅏㄴㅎㅏㄱ	h a n ɦ a k̚
ㅁㅣㅆㅏㅇㅣㄹ	m i s a i ɭ
ㅊㅣㅌㅗㅇ	t͡ɕʰ i tʰ o ŋ
ㅈㅏㅇㅢ	t͡ɕ a ɰ i
ㅁㅣㅊㅣㄷㅏ	m i t͡ɕʰ i d a
ㄷㅗㅇㅌㅣㅁㅗㄹㅡ	t o ŋ tʰ i m o ɾ ɯ
ㄴㅚㅇㅜ	n w e u
ㄱㅘㄴㅇㅡㅁ	k w a n ɯ m
ㅈㅏㅁㅇㅓㄴ	t͡ɕ a m ʌ n
ㅂㅏㅇㄱㅡㅁ	p a ŋ ɡ ɯ m
ㅇㅏㄴ	a n
ㅑ	j a
ㄹㅣㅂㅗㄴ	ɾ i b o n
ㅎㅘㅎㅏㅂㅁㅜㄹ	ɸ w a ɦ a m m u ɭ
ㅊㅗㅈㅓㅁ	t͡ɕʰ o t͡ɕ ʌ m
ㅌㅏㄴㅌㅏㄹㄹㅓㅁ	tʰ a n tʰ a ɭ ɭ ʌ m
